order_id,order_date,customer_id,region,category,product,quantity,unit_price,status
1426,2025-02-21,C019,NORTH,家居,台灯,6,54.54,paid
1427,2025-07-18,C051,east,数码,移动电源,2,236.68,paid
1428,2025-05-31,C056,South,数码,机械键盘,6,99.14,paid
1429,2025-07-22,C079,east,美妆,精华,3,430.17,paid
1430,2025-07-21,C017,NORTH,服饰,T恤,7,197.96,paid
1431,2025-02-15,C079,East,数码,移动电源,1,125.61,paid
1432,2025-02-26,C045,west,食品,坚果,3,212.08,refunded
1433,2025-03-23,C032,North,家居,抱枕,6,279.05,paid
1434,2025-06-27,C057,South,数码,机械键盘,2,437.84,refunded
1435,2025-07-07,C049,East,美妆,面膜,8,531.43,paid
1436,2025-01-26,C005,south ,美妆,精华,3,281.75,paid
1437,2025-03-17,C049,South,数码,机械键盘,2,63.04,paid
1438,2025-02-11,C062,North,数码,移动电源,6,364.54,paid
1439,2025-06-30,C027,NORTH,数码,机械键盘,7,111.12,paid
1440,2025-02-18,C051,South,美妆,精华,5,192.49,refunded
1441,2025-05-27,C038,NORTH,食品,咖啡,1,229.28,paid
1442,2025-07-30,C038,south ,食品,咖啡,2,34.93,paid
1443,2025-01-21,C034,South,美妆,面膜,7,293.15,paid
1444,2025-01-24,C058,NORTH,食品,咖啡,6,533.59,paid
1445,2025-01-12,C008,west,服饰,卫衣,5,151.22,paid
1446,2025-02-08,C071,east,数码,无线耳机,7,583.01,paid
1447,2025-01-16,C039,East,美妆,精华,8,352.17,paid
1448,2025-01-21,C023,north,美妆,精华,3,89.76,paid
1449,2025-02-12,C056,NORTH,家居,收纳盒,1,265.56,paid
1450,2025-02-21,C009,South,家居,抱枕,6,548.27,paid
1451,2025-01-23,C002,East,美妆,精华,6,516.84,paid
1452,2025-07-21,C076,East,食品,巧克力,2,260.38,paid
1453,2025-05-30,C053,North,数码,无线耳机,5,523.14,paid
1454,2025-03-09,C019,west,美妆,精华,8,41.73,paid
1455,2025-06-08,C031,East,食品,巧克力,1,249.56,paid
1456,2025-01-13,C040,east,美妆,口红,1,215.96,paid
1457,2025-03-13,C057,North,美妆,精华,4,97.94,paid
1458,2025-07-18,C053,East,服饰,卫衣,2,129.0,paid
1459,2025-07-09,C040,east,美妆,精华,1,318.86,paid
1460,2025-07-01,C026,NORTH,食品,咖啡,1,120.77,paid
1461,2025-08-03,C026,north,数码,无线耳机,8,49.32,paid
1462,2025-03-12,C063,East,服饰,卫衣,2,415.08,paid
1463,2025-06-02,C034,west,美妆,面膜,6,219.66,paid
1464,2025-07-11,C028,north,数码,机械键盘,7,48.8,paid
1465,2025-08-08,C003,south ,家居,抱枕,4,176.07,paid
1466,2025-08-10,C033,NORTH,数码,机械键盘,3,368.66,refunded
1467,2025-06-05,C059,South,服饰,牛仔裤,7,539.38,paid
1468,2025-03-06,C048,South,家居,台灯,7,359.0,refunded
1469,2025-05-24,C044,South,食品,巧克力,5,416.96,paid
1470,2025-03-12,C031,South,服饰,卫衣,5,129.25,paid
1471,2025-08-19,C064,East,数码,移动电源,6,414.84,paid
1472,2025-03-17,C074,East,服饰,卫衣,7,447.3,paid
1473,2025-07-28,C065,south ,家居,台灯,8,545.79,paid
1474,2025-03-18,C034,NORTH,家居,抱枕,5,76.61,paid
1475,2025-07-05,C040,east,食品,坚果,2,148.91,paid
1476,2025-04-18,C007,South,服饰,卫衣,5,288.98,paid
1477,2025-08-10,C049,North,食品,巧克力,8,535.87,paid
1478,2025-05-16,C053,north,服饰,卫衣,3,99.67,paid
1479,2025-05-26,C023,east,美妆,面膜,3,471.79,paid
1480,2025-03-22,C074,west,数码,无线耳机,5,141.44,paid
1481,2025-07-15,C052,North,家居,台灯,3,376.4,paid
1482,2025-04-20,C002,north,美妆,口红,1,329.59,paid
1483,2025-08-17,C032,south ,服饰,牛仔裤,1,412.51,paid
1484,2025-02-27,C022,NORTH,服饰,卫衣,2,242.46,paid
1485,2025-01-17,C044,South,数码,机械键盘,8,442.14,paid
1486,2025-04-22,C052,west,家居,台灯,6,455.07,paid
1487,2025-01-05,C022,NORTH,家居,收纳盒,4,445.76,paid
1488,2025-02-01,C069,north,服饰,牛仔裤,7,528.4,paid
1489,2025-06-09,C015,north,数码,移动电源,2,399.07,refunded
1490,2025-04-17,C002,North,美妆,口红,5,295.15,paid
1491,2025-03-19,C054,North,美妆,精华,5,381.22,paid
1492,2025-08-01,C026,North,数码,移动电源,5,86.13,paid
1493,2025-06-05,C006,south ,家居,台灯,6,427.99,paid
1494,2025-05-21,C012,west,美妆,面膜,6,156.01,refunded
1495,2025-08-21,C010,west,数码,移动电源,3,570.68,paid
1496,2025-07-05,C060,south ,数码,机械键盘,8,593.43,paid
1497,2025-01-13,C055,north,数码,无线耳机,5,228.92,paid
1498,2025-07-09,C022,north,数码,无线耳机,1,514.16,paid
1499,2025-03-26,C015,South,服饰,卫衣,2,236.12,paid
1500,2025-04-13,C054,South,美妆,口红,7,420.14,paid
1501,2025-06-16,C014,NORTH,家居,收纳盒,1,589.31,paid
1502,2025-04-17,C079,west,食品,咖啡,3,374.57,paid
1503,2025-01-08,C009,west,家居,台灯,2,534.8,paid
1504,2025-03-08,C080,south ,服饰,T恤,6,321.08,paid
1505,2025-01-25,C050,south ,美妆,精华,8,220.53,paid
1506,2025-02-08,C061,north,食品,巧克力,1,393.17,paid
1507,2025-08-07,C036,North,美妆,面膜,8,205.97,paid
1508,2025-01-13,C057,East,食品,坚果,7,493.92,refunded
1509,2025-07-25,C064,North,食品,咖啡,8,279.3,paid
1510,2025-07-10,C012,East,数码,无线耳机,7,40.78,paid
1511,2025-07-22,C044,South,食品,巧克力,4,399.67,paid
1512,2025-04-04,C061,west,数码,无线耳机,6,344.89,paid
1513,2025-07-03,C001,west,服饰,牛仔裤,2,76.51,paid
1514,2025-03-29,C022,South,服饰,牛仔裤,6,427.22,refunded
1515,2025-05-07,C016,East,家居,抱枕,2,167.49,paid
1516,2025-08-27,C054,west,美妆,面膜,4,435.74,paid
1517,2025-01-12,C018,west,食品,坚果,8,401.9,paid
1518,2025-05-08,C066,north,数码,移动电源,7,506.51,paid
1519,2025-07-19,C078,NORTH,家居,抱枕,3,80.06,paid
1520,2025-08-14,C032,East,服饰,牛仔裤,7,588.11,paid
1521,2025-03-12,C078,South,美妆,口红,8,486.78,paid
1522,2025-06-29,C038,east,食品,咖啡,4,136.52,paid
1523,2025-06-25,C042,NORTH,服饰,牛仔裤,3,312.26,paid
1524,2025-07-01,C069,west,数码,机械键盘,7,411.06,paid
1525,2025-03-15,C008,North,美妆,面膜,1,240.9,refunded
1526,2025-02-21,C038,South,服饰,T恤,5,104.93,refunded
1527,2025-02-22,C072,east,食品,坚果,8,79.44,paid
1528,2025-08-10,C037,East,家居,抱枕,4,316.33,paid
1529,2025-06-27,C041,East,数码,机械键盘,7,574.89,paid
1530,2025-05-22,C057,South,数码,无线耳机,4,379.93,paid
1531,2025-08-01,C038,east,家居,抱枕,4,470.17,paid
1532,2025-04-25,C016,North,家居,抱枕,3,578.24,paid
1533,2025-04-07,C033,South,数码,机械键盘,5,95.44,paid
1534,2025-01-02,C007,NORTH,服饰,卫衣,1,109.15,paid
1535,2025-07-18,C010,South,食品,巧克力,8,478.15,paid
1536,2025-07-20,C021,south ,服饰,牛仔裤,3,321.95,paid
1537,2025-04-17,C043,East,食品,巧克力,2,222.65,paid
1538,2025-03-26,C002,south ,服饰,卫衣,8,598.05,paid
1539,2025-01-30,C042,south ,服饰,卫衣,4,576.16,paid
1540,2025-04-08,C048,South,数码,机械键盘,5,34.33,paid
1541,2025-05-12,C042,west,食品,咖啡,1,191.93,paid
1542,2025-05-12,C028,NORTH,数码,无线耳机,1,383.62,paid
1543,2025-08-10,C020,south ,美妆,面膜,7,395.01,paid
1544,2025-01-07,C033,east,美妆,精华,1,70.76,refunded
1545,2025-05-23,C052,south ,数码,移动电源,5,256.43,paid
1546,2025-04-21,C080,East,服饰,T恤,2,330.2,paid
1547,2025-01-17,C039,North,食品,坚果,6,558.27,paid
1548,2025-06-05,C061,west,数码,机械键盘,7,249.17,paid
1549,2025-02-10,C038,NORTH,食品,坚果,7,482.13,paid
1550,2025-06-12,C016,east,家居,台灯,1,341.04,paid
1551,2025-01-11,C045,East,数码,移动电源,2,196.72,paid
1552,2025-02-24,C033,NORTH,美妆,精华,3,126.72,paid
1553,2025-02-19,C009,north,数码,无线耳机,8,393.91,refunded
1554,2025-03-06,C031,west,数码,无线耳机,6,227.14,paid
1555,2025-01-26,C079,North,服饰,牛仔裤,4,204.32,paid
1556,2025-06-18,C022,NORTH,服饰,牛仔裤,6,488.47,paid
1557,2025-01-02,C043,south ,服饰,T恤,7,180.47,paid
1558,2025-08-13,C014,west,美妆,口红,6,469.36,paid
1559,2025-02-14,C010,South,食品,坚果,3,536.95,paid
1560,2025-07-06,C005,north,数码,无线耳机,7,466.14,paid
1561,2025-05-22,C076,west,服饰,牛仔裤,3,232.17,paid
1562,2025-07-07,C031,west,服饰,T恤,2,250.14,paid
1563,2025-08-06,C073,NORTH,食品,巧克力,3,278.81,paid
1564,2025-06-18,C030,west,家居,抱枕,6,43.44,paid
1565,2025-01-17,C047,south ,服饰,卫衣,1,407.78,paid
1566,2025-04-10,C067,north,美妆,口红,1,588.74,paid
1567,2025-06-12,C076,South,服饰,牛仔裤,3,238.46,paid
1568,2025-06-17,C052,South,数码,移动电源,7,584.15,paid
1569,2025-04-01,C022,west,服饰,卫衣,1,311.07,paid
1570,2025-02-28,C078,South,数码,移动电源,4,107.14,paid
1571,2025-07-03,C062,south ,数码,移动电源,7,490.48,paid
1572,2025-06-22,C032,south ,美妆,口红,3,395.41,paid
1573,2025-01-12,C074,NORTH,家居,抱枕,3,385.13,refunded
1574,2025-02-07,C073,South,数码,无线耳机,3,319.65,paid
1575,2025-06-13,C061,South,数码,移动电源,2,145.62,paid
1576,2025-08-11,C024,south ,美妆,面膜,7,368.49,paid
1577,2025-06-09,C009,NORTH,食品,咖啡,6,554.96,paid
1578,2025-02-28,C065,NORTH,美妆,口红,2,29.61,paid
1579,2025-06-25,C005,North,美妆,面膜,3,296.0,paid
1580,2025-08-13,C078,North,食品,巧克力,2,299.7,paid
1581,2025-05-19,C068,East,数码,移动电源,7,234.82,refunded
1582,2025-04-20,C074,East,家居,台灯,6,361.65,paid
1583,2025-01-26,C011,South,美妆,面膜,8,464.2,paid
1584,2025-03-14,C001,East,食品,巧克力,5,129.63,paid
1585,2025-05-28,C041,north,食品,坚果,7,399.64,paid
1586,2025-04-15,C069,NORTH,服饰,T恤,7,397.91,paid
1587,2025-04-19,C072,South,食品,咖啡,7,457.88,paid
1588,2025-05-04,C051,west,家居,台灯,5,593.33,paid
1589,2025-07-08,C021,North,家居,抱枕,4,279.03,paid
1590,2025-01-26,C007,East,家居,抱枕,6,484.5,paid
1591,2025-02-11,C077,north,美妆,精华,2,497.49,paid
1592,2025-04-22,C050,South,数码,无线耳机,4,235.08,paid
1593,2025-08-27,C064,South,美妆,精华,1,568.52,paid
1594,2025-04-23,C067,South,数码,无线耳机,4,39.49,paid
1595,2025-06-28,C021,NORTH,家居,抱枕,1,228.65,paid
1596,2025-01-23,C002,east,服饰,卫衣,7,255.16,paid
1597,2025-07-08,C029,South,数码,无线耳机,6,221.54,paid
1598,2025-06-05,C014,East,家居,台灯,1,171.44,paid
1599,2025-05-24,C033,South,数码,移动电源,6,569.27,paid
1040,2025-06-30,C018,north,服饰,牛仔裤,5,560.42,paid
1041,2025-03-09,C044,NORTH,数码,无线耳机,5,183.42,paid
1042,2025-02-22,C012,west,服饰,牛仔裤,5,545.1,paid
1043,2025-06-12,C034,north,美妆,口红,1,213.46,paid
1044,2025-02-11,C020,East,美妆,精华,1,84.89,paid
